psraid,comp,cregion,rep,msa,fips,int_date,tz,usr,usr1,state,area,areaexch,q1,q2,q3a,q3b,q3c,q3d,q3e,q3f,q5,q6a,q6b,q7,q8,q9,q12,q12.1,q13,q14,q15,q16,datenew,activ01,activ17,activ33,activ54,activ58,activ71,activ73,activ82,activ87,q17,q19a,q19b,q19c,q19d,q19e,mar,mar2,mar3,mar4,margroup,date01a,date01b,date01c,date02_1,date02_2,date02_3,date02_4,date02_5,date02_6,date02_7,date02_8,date02_9,date02_0,date03,date04a,date04b,date05a,date05b,date05c,date05d,date05e,date05f,date06a,date06b,date06c,date06d,date06e,date06f,date06g,date06h,date07,date08,date09,date10,date11,date12,date12cd,date13,date13cd,date14,date15,date16,date17,sex,age,par,d2b,d2c,d2d,d2e,d2f,d2g,educ,empl,stud,hisp,race,polaf,polid,d6,d7,d8,d9,modem,bbw,inc,date02os,date12os,date13os,date14os,religos,modemos,recage2,density3,receduc,racethn,i_user,onldat,dow,e_user,homework,often,usertype,recq6ab,d2brec,child11,d2crec,child17,childol,online,long,olhome,olwork,student,denwt,file
1695,1,1,47,0,50015,91505,e,R,3,50,802,802635,2,1,2,1,4,2,4,1,1,1,1,1,2,1,6, ,1,4, ,1, ,1,3,3,3,3,3,3,3,3,1,2,2,2,8,8,1, ,11, ,2,2, , , , , , , , , , , , , , , ,2,2,8,8,2,8,2,2, , , , , , , , ,3, ,2, , ,9, , , , , ,1,42,1,3,0, ,0, , ,7,1,3,2,1,3,2,5,1, ,2,1,2,2, , , , , , ,2,1,4,1,1,2,4,1,3,1,3,1,2,2,0,8,0,2,6,1,0,3,1.89583333333333,1
1696,1,1,32,15540,50007,91505,e,U,1,50,802,802658,1,1,3,1,4,1,4,1,1,1,1,2, , ,5, ,1,5,1,1, ,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1, ,19, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,44,1,1,0,2, , , ,5,2,2,2,1,2,2,3,1, ,2,1,3,6, , , , , , ,2,2,3,1,1,2,4,1,3,1,3,1,2,2,0,8,0, ,5,1,1,2,2.16666666666667,1
1697,1,1,53,0,50021,93005,e,R,3,50,802,802775,2,2,1,2,2,4,1,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,1,1, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,25,1,1,0,1, , , ,3,1,3,2,1,3,4,3,1, ,2, , ,9, , , , , , ,1,1,2,1,0,99,5,0,9,98,98,9,2,1,0,8,1, , , , ,3,1.79166666666667,1
1698,1,1,45,15540,50011,91505,e,S,2,50,802,802868,2,1,2,2,4,2,3,2,1,1,1,1,2,1,10, ,2, , ,1, ,1,3,3,3,3,3,3,3,2,1,2,8,8,8,8,4,2, ,2,4,1,1,1, , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,55,2, , , , , , ,6,1,3,2,1,2,2,4,2, , , ,2,5, , , , , , ,3,1,4,1,1,2,4,1,2,1,3,1, ,99, ,99,9,2,6,2,0,3,1.27083333333333,1
1699,1,1,40,15540,50007,91505,e,S,2,50,802,802879,2,1,4,1,2,1,3,2,1,1,1,1,1,1,7, , ,2, ,1, ,1,3,3,2,3,3,2,3,3,1,2,1,1,8,8,1, ,28, ,2,2, , , , , , , , , , , , , , , ,1,2,2,8,2,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,55,2, , , , , , ,6,1,3,2,1,2,2,5,1, ,2,2,1,7, , , , , , ,3,2,4,1,1,2,4,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.27083333333333,1
1700,1,3,83,0,45011,91905,e,R,3,45,803,803266,1,9,1,2,4,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,9, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,61,1,0,1, , ,1, ,2,3,3,2,2,2,4,2,1, ,1, , ,1, , , , , , ,3,1,1,2,0,99,1,0,9,98,98,9,0,8,2,1,1, , , , ,3,2.22916666666667,1
1701,1,3,60,0,45071,93005,e,R,3,45,803,803276,1,2,1,1,1,4,1,1,1,1,1,1,1,2,8, , ,1,1,1,2,3,3, ,2,3,3,2,3,3,2,2,2,8,8,8,1, ,17, ,2,1,2,2, , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,42,2, , , , , , ,4,1,3,2,1,9,4,2,1, ,1,1,1,6, , , , , , ,2,1,2,1,1,2,5,0,3,1,4,1, ,99, ,99,9,1,6,0,1,3,2.29166666666667,1
1702,1,3,29,0,45057,100305,e,R,3,45,803,803283,2,2,1,1,1,9,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,34, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,56,2, , , , , , ,5,1,3,2,1,1,4,2,1, ,1, , ,6, , , , , , ,3,2,3,1,0,99,1,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.16666666666667,1
1703,1,3,141,16740,45091,100205,e,U,1,45,803,803327,1,2,1,1,1,4,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,9,9, ,9,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,59,2, , , , , , ,3,4,3,2,2,2,4,2,1, ,1, , ,7, , , , , , ,3,2,2,2,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.5625,1
1704,1,3,142,16740,45091,92205,e,U,1,45,803,803328,2,2,2,1,1,4,4,1,1,1,1,2, , ,5, ,1,3,2, , ,2,3,3,3,3,3,3,3,2,2,2,4,4,8,8,1, ,14, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,37,1,0,1, , ,2, ,3,1,2,2,1,2,3,3,2, , ,3, ,1, , , , , , ,2,2,2,1,1,2,4,1,1,3,3,1,0,8,2,2,0, ,5,1,2,2,2.52083333333333,1
1705,1,3,42,17900,45063,100305,e,S,2,45,803,803356,1,2,4,1,2,2,2,2,1,1,1,1,1,2,20, , ,1,2, ,2,1,3, ,3,3,3,3,3,3,2,2,8,8,8,8,1, ,99, ,2,2, , , , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,48,1,2,1, ,0,2, ,6,4,3,2,9,2,2,5,97, , ,2, ,9, , , , , , ,2,3,4,9,1,2,1,1,1,1,4,1,2,2,2,2,0,1,6,0,2,3,1.52083333333333,1
1706,1,3,144,16740,45091,92205,e,U,1,45,803,803366,2,2,2,1,2,4,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,44, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,60,2, , , , , , ,2,1,3,2,1,3,4,3,1, ,2, , ,4, , , , , , ,3,2,1,1,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,2,1
1707,1,3,28,0,45057,92405,e,R,3,45,803,803475,2,2,1,1,2,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,1,3, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,37,1,0,2, , , ,1,3,1,3,2,2,2,4,2,1, ,1, , ,1, , , , , , ,2,2,2,2,0,99,6,0,9,98,98,9,0,8,2,1,1, , , , ,3,1.70833333333333,1
1708,1,3,129,44940,45085,93005,e,S,2,45,803,803481,9,2,2,2,4,4,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,1,6, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,21,1,1,0,2, , , ,2,1,3,2,1,4,9,5,1, ,2, , ,9, , , , , , ,1,2,1,1,0,99,5,0,9,98,98,9,2,2,0,8,0, , , , ,3,2.4375,1
1709,1,3,82,0,45011,92405,e,R,3,45,803,803541,2,1,1,2,2,4,1,1,1,1,1,2, , ,10, ,1,3,1,3, ,2,2,3,3,2,2,2,3,3,1,3,8,8,8,8,1, ,3, ,1,1,2,2, , , , , , , , , , , , , ,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2, , ,2, , , , , ,1,25,1,2,0, ,0, , ,3,1,3,2,1,1,3,2,1, ,1,1,1,3, , , , , , ,1,1,2,1,1,2,6,1,3,3,3,1,2,2,0,8,0, ,6,1,1,3,2.70833333333333,1
1710,1,3,137,16740,45091,101005,e,S,2,45,803,803547,1,2,1,1,1,4,1,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,22,2, , , , , , ,3,4,3,2,1,1,5,2,1, ,1, , ,2, , , , , , ,1,2,2,1,0,99,1,0,9,98,98,9, ,99, ,99,9, , , , ,3,4.10416666666667,1
1711,1,3,146,16740,45091,92205,e,S,2,45,803,803628,1,1,1,9,1,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,76,2, , , , , , ,6,3,3,2,1,3,5,2,1, ,1, , ,3, , , , , , ,4,2,4,1,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
1712,1,3,62,12260,45003,100305,e,S,2,45,803,803649,1,1,3,2,1,4,1,3,1,1,1,2, , ,5, ,1,3,2, ,2,2,3, ,3,3,3,3,3,3,2,8,2,4,8,8,5,2, ,2,4,2, , , , , , , , , , , , , , , ,8,8,8,8,8,8,2,2, , , , , , , , , , , , , , , , , , , ,2,99,2, , , , , , ,6,3,3,2,1,1,4,4,1, ,2,3, ,9, , , , , , ,9,2,4,1,1,2,1,1,1,3,3,1, ,99, ,99,9, ,5,1,2,3,1.0625,1
1713,1,3,96,17900,45079,92405,e,S,2,45,803,803731,1,1,1,2,2,4,1,1,1,1,1,1,1,2,7, , ,1,2, , ,1,3,3,3,3,3,2,3,3,2,2,1,2,8,8,1, ,30, ,2,1,2,2, , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,54,2, , , , , , ,5,2,3,2,1,1,5,2,1, ,1,2, ,7, , , , , , ,3,3,3,1,1,2,6,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1.5,1
1714,1,3,83,17900,45079,92605,e,S,2,45,803,803732,2,2,1,2,2,4,1,1,1,1,1,2, , ,1, ,1,4,2, , ,2,3,3,3,3,3,3,3,3,3,8,3,8,8,8,1, ,30, ,2,2, , , , , , , , , , , , , , , ,2,2,8,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,48,2, , , , , , ,3,4,3,2,1,1,2,2,1, ,1,3, ,6, , , , , , ,2,3,2,1,1,2,1,1,1,4,1,1, ,99, ,99,9, ,1,1,2,3,1.33333333333333,1
1715,1,3,99,17900,45079,100405,e,S,2,45,803,803781,2,2,1,1,4,1,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,68,2, , , , , , ,5,3,3,2,2,2,3,2,1, ,9, , ,3, , , , , , ,4,3,3,2,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
1716,1,3,95,17900,45079,100705,e,S,2,45,803,803783,2,1,4,1,2,1,2,2,1,1,1,1,1,1,7, , ,1, ,1,1,1,2, ,3,3,3,2,3,3,5,3,8,8,8,8,6,1,2, ,1,1,2,2,99, , , , , , , , , ,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2, , ,1, , , , , ,1,23,2, , , , , , ,5,1,3,2,1,3,1,5,1, ,2,2,1,3, , , , , , ,1,3,3,1,1,1,5,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,3.25,1
1717,1,3,92,17900,45079,92005,e,S,2,45,803,803787,2,2,3,3,3,4,1,1,1,1,1,1,2,1,10, ,1,5, ,2, ,1,3,3,2,3,3,3,3,3,2,3,3,2,3,3,1, ,20, ,2,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,38,2, , , , , , ,6,1,3,2,1,3,3,9,99,1,1,1,2,6, , , , , , ,2,3,4,1,1,2,2,1,3,2,3,1, ,99, ,99,9,2,6,1,0,3,1.35416666666667,1
1718,1,3,49,17900,45063,91605,e,S,2,45,803,803794,2,1,3,1,1,4,3,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,63, ,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,3,3,3,2,1,2,5,2,1, ,1, , ,2, , , , , , ,4,3,2,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.25,1
1719,1,3,98,17900,45079,100605,e,S,2,45,803,803798,2,2,3,1,2,3,2,2,1,1,1,1,1,1,7, , ,2, ,1,2,1,3, ,2,3,3,2,3,3,2,2,2,2,3,3,6,1,0, ,1,1,2,2, , , , , , , , , , , , , ,1,8,1,2,1,1,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,1, , , , , ,2,20,2, , , , , , ,5,2,1,2,2,2,2,2,1, ,2,1,2,1, , , , , , ,1,3,3,2,1,2,4,1,3,1,4,1, ,99, ,99,9,3,6,0,0,1,4.35,1
1720,1,3,45,17900,45063,91505,e,S,2,45,803,803808,1,2,2,2,1,4,2,2,1,1,1,1,1,2,5, , ,2,2, , ,1,2,3,3,3,3,3,3,3,2,2,1,8,8,3,2, ,15, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,8,8,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,53,2, , , , , , ,3,1,3,2,1,1,4,5,2, , ,3, ,6, , , , , , ,3,3,2,1,1,2,4,1,1,2,4,1, ,99, ,99,9,1,5,0,2,3,1.83333333333333,1
1721,1,3,61,40060,51087,91805,e,S,2,51,804,804261,9,1,9,9,4,4,9,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,63, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,82,2, , , , , , ,1,3,3,2,1,1,4,2,1, ,1, , ,9, , , , , , ,4,4,1,1,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.58333333333333,1
1722,1,3,63,40060,51087,92505,e,S,2,51,804,804264,2,1,4,1,2,2,3,1,1,1,1,1,2,1,5, ,1,3, ,1, ,2,2,3,3,3,2,3,2,3,2,2,2,8,4,4,9,9, ,2,4,2, , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2, , , , , , , , , , , , , , , , , , , ,1,32,2, , , , , , ,6,1,3,2,1,3,3,5,97, , ,2,1,7, , , , , , ,2,4,4,1,1,2,7,1,3,1,3,1, ,99, ,99,9,2,5,1,0,3,3.83333333333333,1
1723,1,3,64,40060,51087,92805,e,S,2,51,804,804266,2,2,2,1,4,1,4,2,1,1,1,1,1,1,9, , ,1, ,1, ,1,3,3,3,3,3,2,3,3,1,2,2,8,8,8,4,9, ,9,4,1,1,1, , , , , , , , , , , , , ,1,2,8,1,1,8,2,1, , , , , , , , , , , , , , , , , , , ,1,58,2, , , , , , ,5,3,3,2,2,2,3,9,1, ,2,1,2,8, , , , , , ,3,4,3,2,1,2,3,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.35416666666667,1
1724,1,3,136,40060,51041,100105,e,S,2,51,804,804272,1,2,4,1,1,4,4,1,1,1,2,1,1,2,6, , ,1,2, ,2,3,3, ,3,3,3,3,3,3,1,8,2,8,8,8,1, ,50, ,2,1,1,1, , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,1,73,2, , , , , , ,7,3,3,2,1,2,3,5,97, , ,1, ,9, , , , , , ,4,3,4,1,1,2,6,0,1,1,4,2, ,99, ,99,9,1,6,0,2,3,1.04166666666667,1
1725,1,3,60,40060,51087,92505,e,S,2,51,804,804282,1,1,1,1,1,4,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,52, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,72,2, , , , , , ,6,3,3,2,1,1,4,2,1, ,2, , ,9, , , , , , ,4,4,4,1,0,99,7,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.47916666666667,1
1726,1,3,137,40060,51041,100105,e,S,2,51,804,804320,2,2,2,1,2,1,4,2,1,1,1,1,1,2,4, , ,1,2, ,2,1,3, ,3,3,3,3,3,3,2,1,2,8,8,8,1, ,28, ,2,2, , , , , , , , , , , , , , , ,1,2,1,8,1,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,53,2, , , , , , ,3,2,3,2,1,2,2,5,9,1,2,3, ,6, , , , ,DONT BELIEVE IN ORGANIZED RELIGION, ,3,3,2,1,1,2,6,1,1,1,4,1, ,99, ,99,9,1,4,0,2,3,1.45833333333333,1
1727,1,3,58,40060,51087,92505,e,S,2,51,804,804328,2,2,2,1,2,4,1,2,1,2,1,2, , ,0,99,2, ,2, , ,2,3,3,3,3,3,3,3,3,2,4,4,3,8,8,3,2, ,1,3,2, , , , , , , , , , , , , , , ,8,8,8,1,1,1,2,2,2,2,2,2,2,2,2, , , , , , , , ,4,2,2,3,2,49,2, , , , , , ,3,1,3,2,1,3,5,5,1, ,1, , ,4, , , , , , ,2,4,2,1,1,2,7,1,0,9,1,3, ,99, ,99,9, ,1,2,2,3,1.91666666666667,1
1728,1,3,72,40060,51087,100105,e,S,2,51,804,804364,1,2,1,9,2,4,2,1,1,1,1,2, , ,6, ,1,5,2, ,2,2,3, ,3,3,3,3,3,3,2,2,2,8,8,8,1, ,10, ,2,1,1,2, , , , , , , , , , , , , ,2,2,8,2,1,1,2,2, , , , , , , , ,3, ,2, , ,9, , , , , ,2,35,1,3,0, ,0, , ,6,2,3,2,1,1,4,2,99,1,2,1, ,9, , , , , , ,2,4,4,1,1,2,6,1,1,5,3,1,2,2,0,8,0, ,6,1,2,3,1.77083333333333,1
1729,1,3,166,0,51159,100705,e,R,3,51,804,804394,1,2,2,2,2,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,45, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,65,2, , , , , , ,3,3,3,2,1,1,4,4,1, ,2, , ,3, , , , , , ,4,1,2,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.22916666666667,1
1730,1,3,134,40060,51760,100505,e,S,2,51,804,804440,2,2,1,1,1,4,2,1,1,1,1,2, , ,1, ,1,3,2, ,2,3,3, ,3,3,3,3,3,3,2,3,8,8,8,8,1, ,14, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,37,1,3,0, ,3, , ,3,1,3,2,1,3,5,2,1, ,1,1, ,5, , , , , , ,2,5,2,1,1,2,3,0,1,3,1,1,2,1,0,8,1, ,1,1,2,3,2.64583333333333,1
1731,1,3,125,0,51133,92905,e,R,3,51,804,804453,2,1,3,1,2,2,2,1,1,1,1,1,1,1,11, , ,1, ,1,2,1,3, ,2,3,3,3,1,3,1,2,2,8,8,8,1, ,11, ,2,1,1,2, , , , , , , , , , , , , ,1,2,2,1,2,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,48,1,1,0,1, , , ,5,1,3,2,4,3,3,5,9,2, ,1,1,6, , , , ,MOTHER NATURE, ,2,1,3,4,1,2,4,1,3,1,4,1,2,1,0,8,1,3,6,0,0,3,2.04166666666667,1
1732,1,3,80,40060,51670,100305,e,S,2,51,804,804541,1,1,3,1,1,4,3,1,1,1,1,1,1,1,15, , ,2, ,1,2,1,3, ,3,3,9,2,3,3,2,3,3,1,8,8,1, ,11, ,2,2, , , , , , , , , , , , , , , ,2,2,2,8,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,34,1,2,0, ,0, , ,6,1,1,2,1,1,4,5,1, ,2,1,1,8, , , , , , ,2,5,4,1,1,2,1,1,3,1,4,1,2,2,0,8,0,3,6,0,0,1,2.875,1
1733,1,3,142,40060,51041,100505,e,S,2,51,804,804590,2,1,1,1,3,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,25, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,56,1,1,0,1, , , ,3,3,3,2,2,4,3,2,1, ,1, , ,6, , , , , , ,3,3,2,2,0,99,3,0,9,98,98,9,2,1,0,8,1, , , , ,3,1.5625,1
1734,1,3,137,40060,51145,100805,e,S,2,51,804,804598,2,2,1,1,1,1,2,1,1,1,1,1,2,1,8, ,1,4, ,2,1,1,3, ,2,3,3,2,3,3,2,8,3,8,3,4,4,2, ,2,4,1,1,2,1, , , , , , , , , ,1,1,1,1,2,1,2,1,1,2,2, , , , , , , , , , , , , , , , , , , ,1,52,2, , , , , , ,6,1,3,2,1,3,2,4,97, , ,3,1,8, , , , , , ,3,1,4,1,1,1,6,1,3,2,3,1, ,99, ,99,9,2,6,1,0,3,1.20833333333333,1
1735,1,3,121,40060,51033,100705,e,S,2,51,804,804633,2,2,1,1,3,4,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,10, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,77,2, , , , , , ,5,2,3,2,2,2,3,2,1, ,1, , ,9, , , , , , ,4,1,3,2,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,1
1736,1,3,41,47260,51073,91505,e,S,2,51,804,804642,1,2,1,1,1,4,1,1,1,1,1,1,2,1,8, ,2, , ,1, ,1,3,3,3,3,3,3,3,3,2,8,8,8,8,8,1, ,40, ,2,2, , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,62,2, , , , , , ,6,3,3,2,1,1,4,4,1, ,1, ,1,7, , , , , , ,3,2,4,1,1,2,4,1,2,1,3,1, ,99, ,99,9,2,6,2,0,3,1.10416666666667,1
1737,1,3,90,40060,51101,92005,e,S,2,51,804,804769,2,3,1,1,1,4,1,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,58, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,80,2, , , , , , ,3,3,3,2,1,1,1,2,2, , , , ,3, , , , , , ,4,1,2,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.54166666666667,1
1738,1,3,125,40060,51036,100205,e,S,2,51,804,804829,1,2,1,1,1,4,1,1,1,1,1,1,1,2,10, , ,1,1,2,2,1,3, ,3,3,2,3,3,3,2,2,2,4,4,4,1, ,40, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,2,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,59,2, , , , , , ,2,1,3,2,1,1,3,3,1, ,1,4,1,6, , , , , , ,3,1,1,1,1,2,7,1,3,1,4,1, ,99, ,99,9,1,6,0,1,3,1.27083333333333,1
1739,1,3,50,40060,51085,92305,e,S,2,51,804,804876,1,2,1,1,2,4,2,3,1,1,1,1,2,1,12, ,1,5, ,1, ,1,3,3,3,3,3,3,3,3,2,3,2,8,8,8,1, ,14, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,39,1,3,0, ,2, , ,7,1,3,2,1,1,4,2,1, ,1,1,1,8, , , , , , ,2,2,4,1,1,2,5,1,3,1,3,1,2,1,0,8,1,2,6,1,0,3,1.60416666666667,1
1740,1,3,123,40060,51127,92205,e,S,2,51,804,804966,9,2,1,9,9,4,9,9,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,78,2, , , , , , ,2,2,3,2,4,2,9,2,1, ,2, , ,9, , , , , , ,4,1,1,4,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,4.35,1
1741,1,4,53,37100,6111,101205,p,U,1,6,805,805445,2,2,1,1,2,1,1,2,1,1,1,1,1,2,9, , ,1,2, ,2,1,3, ,3,3,3,3,3,3,1,1,1,8,8,8,1, ,40, ,2,1,1,2, , , , , , , , , , , , , ,1,2,1,2,1,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,59,2, , , , , , ,5,1,3,2,1,2,2,3,3, , ,3, ,8, , , , , , ,3,3,3,1,1,2,3,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1.125,1
1742,1,4,35,37100,6111,101305,p,U,1,6,805,805499,2,1,2,1,3,2,3,2,1,1,1,1,1,2,8, , ,6,2, ,2,1,3, ,3,3,3,3,3,3,2,3,2,2,8,8,1, ,0, ,1,1,1,1, , , , , , , , , , , , , ,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,4,98, , , , ,1,77,2, , , , , , ,7,3,3,2,1,2,2,5,1, ,2,1, ,9, , ,BAREVEMENT GROUP, , , ,4,3,4,1,1,2,4,1,1,6,3,1, ,99, ,99,9,1,6,0,2,3,1.10416666666667,1
1743,1,4,48,37100,6111,91705,p,U,1,6,805,805650,2,2,1,1,1,4,1,4,1,1,1,2, , ,15, ,1,1,2, , ,2,3,3,3,3,3,3,3,3,2,3,3,8,8,8,1, ,16, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,41,1,1,0,2, , , ,7,1,1,2,1,2,5,1,1, ,1,2, ,4, , , , , , ,2,3,4,1,1,2,6,1,1,1,4,1,2,2,0,8,0, ,6,1,2,1,1.41666666666667,1
1744,1,4,50,37100,6111,91705,p,U,1,6,805,805659,1,2,2,1,2,1,3,1,2,1,1,1,1,2,10, , ,5,2, , ,2,3,3,3,3,3,3,3,3,2,3,8,2,4,4,6,1,0, ,1,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,2, , , , , ,2,18,2, , , , , , ,3,4,1,2,3,3,3,5,1, ,2,2, ,7, , , , , , ,1,3,2,4,1,2,6,1,1,5,3,1, ,99, ,99,9,1,6,0,2,1,4.35,1
1745,1,4,157,42060,6083,100505,p,U,1,6,805,805692,2,2,4,1,1,1,1,3,1,1,2,2, , ,10, ,2, ,2, ,2,2,3, ,3,2,3,3,2,3,1,8,2,4,8,8,4,2, ,1,3,1,1,1, , , , , , , , , , , , , ,1,1,1,1,1,8,2,2,2,2,2,2,2,2,2, , , , , , , , ,8,1,2,0,1,52,2, , , , , , ,6,1,3,1,6,2,3,2,97, , , , ,2, , , ,LAZY, , ,3,2,4,3,1,2,3,1,0,9,3,2, ,99, ,99,9, ,6,2,2,3,2.04166666666667,1
