psraid,comp,cregion,rep,msa,fips,int_date,tz,usr,usr1,state,area,areaexch,q1,q2,q3a,q3b,q3c,q3d,q3e,q3f,q5,q6a,q6b,q7,q8,q9,q12,q12.1,q13,q14,q15,q16,datenew,activ01,activ17,activ33,activ54,activ58,activ71,activ73,activ82,activ87,q17,q19a,q19b,q19c,q19d,q19e,mar,mar2,mar3,mar4,margroup,date01a,date01b,date01c,date02_1,date02_2,date02_3,date02_4,date02_5,date02_6,date02_7,date02_8,date02_9,date02_0,date03,date04a,date04b,date05a,date05b,date05c,date05d,date05e,date05f,date06a,date06b,date06c,date06d,date06e,date06f,date06g,date06h,date07,date08,date09,date10,date11,date12,date12cd,date13,date13cd,date14,date15,date16,date17,sex,age,par,d2b,d2c,d2d,d2e,d2f,d2g,educ,empl,stud,hisp,race,polaf,polid,d6,d7,d8,d9,modem,bbw,inc,date02os,date12os,date13os,date14os,religos,modemos,recage2,density3,receduc,racethn,i_user,onldat,dow,e_user,homework,often,usertype,recq6ab,d2brec,child11,d2crec,child17,childol,online,long,olhome,olwork,student,denwt,file
2399,1,1,43,37980,42017,111505,e,S,2,42,215,215741,2,2,4,1,2,1,3,2,1,1,1,1,1,2,3, , ,2,2, ,2,2,2, ,3,3,3,3,3,3,2,2,3,3,8,8,6,2, ,1,3,1,1,2, , , , , , , , , , , , , ,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2, , , , , , , , ,8,1,2,0,1,23,2, , , , , , ,4,1,3,2,1,3,2,5,3, , ,3, ,8, , , ,NO INTEREST IN CHECKING IT OUT, , ,1,4,2,1,1,2, ,1,1,2,3,1, ,99, ,99,9,1,2,0,2,3,3.14634146341463,2
2400,1,3,43,37980,10003,111505,e,S,2,10,302,302292,2,1,4,1,4,1,4,1,1,1,1,1,1,1,15, , ,1, ,1,2,1,3, ,2,3,3,2,3,3,2,2,2,8,8,8,1, ,30, ,2,1,1,2, , , , , , , , , , , , , ,1,2,8,8,2,1,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,1,56,2, , , , , , ,7,1,3,2,1,3,1,5,97, , ,6,1,8, , , , , ,BROADBAND,3,4,4,1,1,2, ,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,2.19512195121951,2
2401,1,1,43,0,36045,111505,e,R,3,36,315,315654,2,2,3,2,2,4,2,2,1,1,2,1,1,2,3, , ,2,2, ,2,3,3, ,3,3,3,3,3,3,2,3,2,3,8,3,3,2, ,2,4,1,1,2, , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,1,76,2, , , , , , ,6,3,3,2,1,1,4,4,2, , ,1, ,3, , , , , , ,4,1,4,1,1,2, ,0,1,2,3,2, ,99, ,99,9,1,2,0,2,3,1,2
2402,1,3,43,49180,37067,111505,e,U,1,37,336,336922,2,2,1,2,4,4,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,65,2, , , , , , ,5,3,3,2,1,1,3,2,1, ,1, , ,9, , , , , , ,4,3,3,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.26829268292683,2
2403,1,2,43,19820,26099,111505,e,S,2,26,586,586776,2,2,1,2,2,4,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,50, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,3,3,3,2,1,1,3,2,2, , , , ,2, , , , , , ,4,4,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.5609756097561,2
2404,1,3,43,12060,13143,111505,e,S,2,13,770,770574,1,9,1,1,3,4,4,1,1,1,1,1,2,1,10, ,1,3, ,1,2,1,3, ,3,3,3,3,3,3,2,2,2,2,8,8,1, ,8, ,2,2, , , , , , , , , , , , , , , ,1,2,2,1,1,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,29,1,2,0, ,0, , ,5,1,3,2,1,1,4,2,1, ,1,1,1,4, , , , , , ,1,1,3,1,1,2, ,1,3,1,3,1,2,2,0,8,0,2,6,1,0,3,2.24390243902439,2
2405,1,2,7,0,29205,111505,c,R,3,29,573,573588,2,2,1,1,2,3,1,2,1,1,1,2, , ,3, ,1,2,1,1,2,2,3, ,3,3,3,3,3,3,2,8,8,2,3,4,1, ,25, ,2,1,1,1, , , , , , , , , , , , , ,1,2,1,2,1,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,44,1,0,1, , ,1, ,3,2,3,2,1,3,3,2,1, ,9,1,1,9, , , , , , ,2,1,2,1,1,2, ,1,3,1,3,1,0,8,2,1,1, ,2,1,1,3,2.26829268292683,2
2406,1,1,43,35620,36061,120705,e,U,1,36,212,212866,2,1,3,2,4,2,3,2,1,1,1,1,1,1,15, , ,3, ,1,2,1,3, ,1,3,2,2,3,3,2,1,1,8,8,8,1, ,11, ,2,1,1,2, , , , , , , , , , , , , ,8,8,8,2,1,8,1,2, , , , , , , , ,2,2,2, , ,2, , , , , ,1,41,1,2,0, ,2, , ,7,1,3,2,1,2,2,5,3, , ,3,1,7, , , , , , ,2,5,4,1,1,2, ,1,3,1,3,1,2,1,0,8,1,3,6,0,0,3,2.14634146341463,2
2407,1,1,43,0,42111,120605,e,R,3,42,814,814926,1,1,1,2,1,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,54, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,99,2, , , , , , ,1,3,3,2,1,1,5,2,1, ,1, , ,9, , , , , , ,9,1,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,2
2408,1,3,46,0,37193,120605,e,R,3,37,336,336921,1,3,2,1,4,4,1,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,60,2, , , , , , ,2,4,3,2,2,2,3,5,1, ,2, , ,4, , , , , , ,3,1,1,2,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,4.26829268292683,2
2409,1,1,46,35620,34025,112705,e,S,2,34,609,609259,9,1,1,1,2,2,4,2,1,1,1,2, , ,8, ,1,3,1,1,2,2,3, ,3,3,3,3,3,3,2,2,8,8,8,8,6,2, ,2,4,1,2,1, , , , , , , , , , , , , ,2,2,8,8,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,40,1,0,1, , ,1, ,7,1,2,2,1,2,2,2,1, ,2,3,9,6, , , , , , ,2,4,4,1,1,2, ,1,3,1,3,1,0,8,2,1,1, ,6,1,1,2,1.5609756097561,2
2410,1,1,47,14460,33017,112705,e,S,2,33,603,603332,2,2,4,1,1,1,4,2,1,1,2,2, , ,6, ,2, ,1,1,2,2,3, ,3,3,3,3,3,3,2,3,3,8,8,8,6,2, ,2,4,1,1,1, , , , , , , , , , , , , ,1,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,47,2, , , , , , ,5,1,3,2,1,3,2,5,97, , , ,1,5, , , , , , ,2,2,3,1,1,2, ,1,2,1,3,2, ,99, ,99,9, ,6,2,1,3,1.65853658536585,2
2411,1,3,47,29460,12105,112705,e,S,2,12,863,863438,2,9,3,1,1,1,4,1,1,1,1,1,1,2,4, , ,2,1,2,2,1,3, ,2,3,3,2,3,3,1,1,1,1,8,8,6,2, ,2,4,2, , , , , , , , , , , , , , , ,9,9,9,9,9,9,1,2, , , , , , , , , , , , , , , , , , , ,1,43,2, , , , , , ,5,1,3,2,2,3,1,5,97, , ,3,1,6, , , , , , ,2,2,3,2,1,2, ,1,3,2,4,1, ,99, ,99,9,1,4,0,1,3,3.04878048780488,2
2412,1,3,48,12580,24025,112705,e,S,2,24,410,410273,2,2,1,1,4,4,1,2,1,1,1,2, , ,15, ,2, ,1,1,2,2,3, ,3,3,3,3,3,3,2,8,8,2,8,8,1, ,38, ,2,1,1,2, , , , , , , , , , , , , ,1,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,55,2, , , , , , ,3,1,3,2,2,2,3,2,1, ,2, ,1,6, , , , , , ,3,3,2,2,1,2, ,1,2,1,3,1, ,99, ,99,9, ,6,2,1,3,1.63414634146341,2
2413,1,1,48,38300,42003,112705,e,S,2,42,412,412257,2,2,2,1,1,1,2,2,1,1,1,2, , ,10, ,1,4,1,5,2,2,3, ,3,3,3,3,3,3,2,2,2,2,8,8,3,2, ,2,4,2, , , , , , , , , , , , , , , ,1,2,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,66,2, , , , , , ,3,2,3,2,1,2,2,5,2, , ,3,9,3, , , , , , ,4,4,2,1,1,2, ,1,3,4,3,1, ,99, ,99,9, ,6,1,1,3,1.39024390243902,2
2414,1,3,48,33100,12011,112705,e,S,2,12,954,954344,1,1,2,2,1,4,4,1,1,1,1,1,1,2,6, , ,3,1,3,2,1,3, ,2,3,9,3,2,3,2,3,3,2,3,4,1, ,34, ,2,2, , , , , , , , , , , , , , , ,1,2,2,1,2,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,56,2, , , , , , ,6,1,3,2,1,3,4,2,2, , ,2,9,8, , , , , , ,3,4,4,1,1,2, ,1,3,3,3,1, ,99, ,99,9,1,6,0,1,3,2.19512195121951,2
2415,1,3,49,0,54047,112705,e,R,3,54,304,304938,2,2,2,1,4,4,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,65,2, , , , , , ,3,9,3,2,1,9,5,2,1, ,1, , ,9, , , , , , ,4,1,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.31707317073171,2
2416,1,1,50,35620,36103,112705,e,S,2,36,631,631968,1,2,9,2,9,4,9,9,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,79,2, , , , , , ,2,3,2,2,1,1,9,9,1, ,1, , ,1, , , , , , ,4,4,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,2,1.39024390243902,2
2417,1,3,52,12580,24025,112705,e,S,2,24,410,410671,1,2,2,1,2,1,4,1,1,1,1,1,1,2,10, , ,1,2, ,2,1,1, ,3,2,2,3,3,3,2,2,2,2,8,8,6,2, ,2,4,2, , , , , , , , , , , , , , , ,1,2,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , , ,2,22,2, , , , , , ,5,2,1,2,4,2,2,5,1, ,2,4, ,8, , , , , , ,1,3,3,4,1,2, ,1,1,1,4,1, ,99, ,99,9,1,6,0,2,1,4.73170731707317,2
2418,1,1,52,38300,42003,112705,e,S,2,42,412,412487,1,1,1,1,1,2,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,0, ,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,32,1,2,0, ,0, , ,6,2,3,2,1,2,2,2,2, , , , ,5, , , , , , ,2,4,4,1,0,99, ,0,9,98,98,9,2,2,0,8,0, , , , ,3,2.41463414634146,2
2419,1,3,54,0,37009,112705,e,R,3,37,336,336385,2,2,3,1,9,2,4,1,1,1,1,2, , ,7, ,2, ,1,1,2,2,3, ,3,3,3,3,3,3,2,2,2,3,8,8,3,2, ,2,4,2, , , , , , , , , , , , , , , ,8,8,8,8,8,8,2,2, , , , , , , , , , , , , , , , , , , ,2,43,2, , , , , , ,7,4,1,2,1,2,2,5,97, , , ,1,9, , , , , , ,2,1,4,1,1,2, ,1,2,1,3,1, ,99, ,99,9, ,6,2,1,1,1.1219512195122,2
2420,1,3,54,47900,51107,112705,e,S,2,51,571,571258,2,2,1,1,4,4,2,1,1,1,1,2, , ,5, ,1,4,2, ,2,2,3, ,3,3,3,2,2,3,3,4,4,2,8,8,1, ,48, ,2,2, , , , , , , , , , , , , , , ,2,1,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,68,2, , , , , , ,5,3,3,2,1,3,3,2,2, , ,2, ,9, , , , , , ,4,3,3,1,1,2, ,1,1,4,3,1, ,99, ,99,9, ,5,1,2,3,1.26829268292683,2
2421,1,1,54,35620,36081,112705,e,U,1,36,718,718639,9,2,2,2,2,2,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,11, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,32,1,2,2, ,0, ,0,2,4,3,2,1,1,2,4,2, , , , ,5, , , , , , ,2,5,1,1,0,99, ,0,9,98,98,9,2,2,2,2,0, , , , ,3,2.70731707317073,2
2422,1,1,54,0,42059,112705,e,R,3,42,724,724324,2,2,1,1,1,4,1,4,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,2, , , , , , ,3,7,3,2,1,2,3,2,1, ,1, , ,3, , , , , , ,4,1,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,2
2423,1,1,55,35620,34013,112705,e,U,1,34,973,973923,2,2,1,1,3,4,2,1,1,1,2,1,1,1,5, , ,3, ,2,2,2,3, ,3,3,3,2,3,3,2,2,8,2,8,8,9,2, ,2,4,2, , , , , , , , , , , , , , , ,1,1,8,8,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,99,2, , , , , , ,9,9,3,2,9,9,9,9,99,9, ,4,1,9, , , , , , ,9,5,9,9,1,2, ,1,3,2,3,2, ,99, ,99,9,3,5,0,0,3,3.51219512195122,2
2424,1,3,55,0,37075,112705,e,R,3,37,828,828479,2,2,4,2,1,1,3,2,1,1,1,2, , ,10, ,2, ,2, ,2,2,3, ,2,3,3,2,3,3,1,2,2,2,3,2,6,1,0, ,1,1,1,2, , , , , , , , , , , , , ,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,2, , , , , ,2,20,2, , , , , , ,3,1,3,1,1,3,1,5,2, , , , ,6, , , , , , ,1,1,2,3,1,2, ,1,0,9,3,1, ,99, ,99,9, ,6,2,2,3,3.95121951219512,2
2425,1,1,56,0,42061,112705,e,R,3,42,814,814448,9,2,3,4,9,4,9,9,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,45, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,66,2, , , , , , ,2,3,3,2,1,2,9,5,97, , , , ,2, , , , , , ,4,1,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.60975609756098,2
2426,1,2,56,0,26057,112705,e,R,3,26,989,989842,2,2,1,2,2,4,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,86,2, , , , , , ,2,3,3,2,1,9,3,2,2, , , , ,9, , , , , , ,4,1,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,2
2427,1,2,57,10420,39153,112705,e,U,1,39,330,330784,2,2,1,1,1,4,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,98,2, , , , , , ,2,3,3,2,1,9,2,2,1, ,1, , ,9, , , , , , ,9,4,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.60975609756098,2
2428,1,1,57,35620,36059,112705,e,S,2,36,516,516352,2,2,2,1,2,4,2,1,1,1,1,2, , ,99, ,1,2,2, ,2,2,3, ,2,3,3,3,3,3,2,8,8,8,8,8,5,2, ,2,4,1,1,2, , , , , , , , , , , , , ,2,1,1,2,1,2,1,2, , , , , , , , , , , , , , , , , , , ,2,84,2, , , , , , ,3,3,3,2,1,1,3,2,2, , ,9, ,6, , , , , , ,4,5,2,1,1,2, ,1,1,2,9,1, ,99, ,99,9, ,9,1,2,3,1.80487804878049,2
2429,1,2,57,0,26059,112705,e,R,3,26,517,517287,2,2,2,3,3,3,9,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,87,2, , , , , , ,3,4,2,2,1,3,9,5,2, , , , ,2, , , , , , ,4,1,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,2,1,2
2430,1,3,56,47260,51710,112705,e,U,1,51,757,757625,1,1,1,1,3,1,3,2,1,1,1,1,1,2,6, , ,4,2, ,2,1,3, ,3,3,3,3,3,3,2,8,8,8,8,8,1, ,3, ,1,2, , , , , , , , , , , , , , , ,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2, ,2,1,2, , ,9, , , , , ,2,43,2, , , , , , ,7,1,3,2,1,3,2,3,1, ,2,1, ,6, , , , , , ,2,5,4,1,1,2, ,1,1,4,3,1, ,99, ,99,9,1,6,0,2,3,2.24390243902439,2
2431,1,1,57,14460,25025,112705,e,U,1,25,617,617323,2,1,2,1,2,1,2,1,1,1,1,1,1,2,15, , ,3,1,1,2,2,3, ,3,3,3,3,3,3,2,2,8,8,8,8,6,1,6, ,2,2, , , , , , , , , , , , , , , ,8,2,8,1,1,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,40,2, , , , , , ,6,1,3,2,9,3,3,5,99,2, ,2,9,9, , , , , , ,2,5,4,9,1,2, ,1,3,1,3,1, ,99, ,99,9,1,6,0,1,3,3.07317073170732,2
2432,1,1,57,25540,9003,112705,e,S,2,9,860,860668,1,2,2,2,2,3,2,2,1,1,1,2, , ,12, ,1,6,1,1,2,2,3, ,3,3,3,2,3,3,2,4,3,3,8,4,1, ,9, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,40,1,2,0, ,1, , ,6,1,3,2,1,3,3,3,2, , ,2,1,5, , , , , , ,2,4,4,1,1,2, ,1,3,1,3,1,2,1,0,8,1, ,6,1,1,3,1.65853658536585,2
2433,1,3,58,12580,24027,112705,e,S,2,24,410,410461,1,1,3,1,1,3,3,1,1,1,1,1,1,2,15, , ,3,1,1,2,1,2, ,2,2,2,1,2,2,2,3,1,2,8,8,1, ,0, ,1,1,1,1, , , , , , , , , , , , , ,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2, ,3, ,2, , ,1, , , , , ,2,42,2, , , , , , ,6,1,2,2,1,1,4,4,1, ,2,4,1,8, , , , , , ,2,4,4,1,1,2, ,1,3,1,3,1, ,99, ,99,9,1,6,0,1,2,1.73170731707317,2
2434,1,1,58,14460,25025,112705,e,U,1,25,617,617327,1,2,9,1,9,4,4,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,78,2, , , , , , ,1,3,3,2,1,3,9,5,2, , , , ,1, , , , , , ,4,5,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.78048780487805,2
2435,1,1,58,35620,34027,112705,e,S,2,34,908,908879,1,9,3,1,2,2,2,1,1,1,1,1,1,2,8, , ,2,2, ,2,1,3, ,3,3,3,3,3,3,1,8,8,2,8,8,3,9, ,2,4,1,1,2, , , , , , , , , , , , , ,8,2,8,1,2,1,2,2, , , , , , , , , , , , , , , , , , , ,2,45,2, , , , , , ,7,1,3,2,1,3,2,4,2, , ,2, ,9, , , , , , ,2,4,4,1,1,2, ,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,1.41463414634146,2
2436,1,3,59,31140,21215,112705,e,S,2,21,502,502477,1,2,1,2,1,4,2,1,1,1,1,2, , ,10, ,1,2,1,2,2,2,3, ,2,3,3,3,2,3,2,8,3,2,8,8,1, ,26, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,1,50,2, , , , , , ,4,1,3,2,1,2,3,2,1, ,1,1,2,8, , , , , , ,3,1,2,1,1,2, ,1,3,2,4,1, ,99, ,99,9, ,6,1,1,3,2.17073170731707,2
2437,1,1,59,35620,36047,112705,e,U,1,36,718,718238,1,1,2,1,2,2,3,1,1,1,1,1,1,2,10, , ,2,2, ,2,1,3, ,2,3,3,2,2,2,1,1,1,3,3,4,6,1,1, ,1,1,1,2, , , , , , , , , , , , , ,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2, ,2,1,2, , ,4,98, , , , ,1,22,2, , , , , , ,5,1,3,2,1,1,3,4,2, , ,3, ,8, , ,at the beach, , , ,1,5,3,1,1,2, ,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,3.78048780487805,2
2438,1,1,59,35620,36059,112705,e,S,2,36,516,516482,1,1,2,1,2,4,1,2,1,1,2,1,1,2,10, , ,2,1,5,2,2,3, ,3,3,3,3,3,3,2,2,2,3,8,4,1, ,15, ,2,2, , , , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,52,1,1,1,1, ,1, ,7,1,3,2,1,1,3,4,2, , ,3,2,8, , , , , , ,3,5,4,1,1,2, ,1,3,2,4,2,2,1,2,1,1,1,6,0,1,3,1.73170731707317,2
2439,1,2,60,0,26105,112705,e,R,3,26,231,231845,2,1,3,1,2,1,3,1,1,1,1,1,1,1,7, , ,1, ,1,2,1,3, ,2,3,2,2,2,2,2,1,1,1,2,3,6,1,0, ,1,1,1,1, , , , , , , , , , , , , ,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,3, ,2, , ,2, , , , , ,1,22,2, , , , , , ,6,4,3,2,1,2,2,4,2, , ,6,1,8, , , , , ,BROADBANMD,1,1,4,1,1,2, ,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1.53658536585366,2
2440,1,3,61,16860,13047,112705,e,S,2,13,706,706861,2,2,2,1,1,4,4,1,1,1,1,2, , ,8, ,1,2,2, ,2,2,3, ,3,3,3,2,3,3,2,2,2,2,8,8,5,2, ,2,4,1,1,2, , , , , , , , , , , , , ,1,2,8,1,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,77,2, , , , , , ,5,3,3,2,1,3,4,2,1, ,2,1, ,3, , , , , , ,4,3,3,1,1,2, ,1,1,2,4,1, ,99, ,99,9, ,6,1,2,3,1.26829268292683,2
2441,1,3,62,0,12035,112705,e,R,3,12,386,386517,2,1,1,1,2,2,1,1,1,1,1,1,1,2,5, , ,2,2, ,2,1,1, ,2,2,2,2,2,3,2,9,9,2,8,8,1, ,5, ,1,2, , , , , , , , , , , , , , , ,2,1,8,2,1,2,2,2,2,2,2,2,2,2,2, ,3, ,2, , ,4,2, , , , ,2,77,2, , , , , , ,7,7,3,2,1,3,4,2,1, ,1,1, ,5, , ,church, , , ,4,2,4,1,1,2, ,1,1,2,4,1, ,99, ,99,9,1,5,0,2,3,1.04878048780488,2
2442,1,3,62,30460,21067,112705,e,U,1,21,859,859271,2,2,1,1,4,3,1,1,1,2,1,2, , ,10, ,1,4,1,3,2,2,3, ,3,3,3,3,3,3,3,8,8,8,8,8,1, ,30, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,48,2, , , , , , ,7,1,3,2,1,4,3,2,1, ,2,2,9,6, , , , , , ,2,4,4,1,1,2, ,1,3,3,3,3, ,99, ,99,9, ,6,1,1,3,1.5609756097561,2
2443,1,3,62,43900,45083,112905,e,S,2,45,864,864439,2,2,2,2,3,3,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,17, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,41,2, , , , , , ,2,4,3,2,1,3,3,3,1, ,1, , ,3, , , , , , ,2,3,1,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,2.78048780487805,2
2444,1,1,63,38300,42003,112705,e,S,2,42,412,412896,2,2,4,1,4,1,9,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,60,2,21,2, , , , , , ,3,5,3,2,1,2,3,5,2, , , , ,2, , , , , , ,1,4,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,4.83,2
2445,1,2,15,11300,18095,112705,i,S,2,18,765,765378,2,2,2,1,1,4,1,1,1,1,1,1,1,2,8, , ,5,1,1,2,2,3, ,3,3,3,3,3,3,2,3,8,8,8,8,1, ,12, ,2,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,57,2, , , , , , ,5,3,3,2,1,3,3,5,2, , ,1,1,8, , , , , , ,3,2,3,1,1,2, ,1,3,1,3,1, ,99, ,99,9,1,6,0,1,3,1.97560975609756,2
2446,1,2,10,23060,18003,112705,i,U,1,18,260,260478,1,1,2,1,1,9,1,2,1,1,1,1,1,1,10, , ,1, ,1,2,1,2, ,2,2,2,2,3,3,2,1,1,3,3,3,1, ,2, ,1,1,1,2, , , , , , , , , , , , , ,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2, , ,9, , , , , ,1,25,1,1,0,2, , , ,5,1,3,2,1,1,5,4,1, ,2,3,1,3, , , , , , ,1,3,3,1,1,2, ,1,3,1,4,1,2,2,0,8,0,3,6,0,0,3,4.58536585365854,2
2447,1,2,19,26900,18013,112705,i,S,2,18,812,812988,1,1,1,1,1,4,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,80,2, , , , , , ,3,1,3,2,1,1,4,3,1, ,9, , ,2, , , , , , ,4,1,2,1,0,99, ,0,9,98,98,9, ,99, ,99,9, , , , ,3,1,2
2448,1,2,20,0,18017,112705,i,R,3,18,574,574699,1,1,1,2,1,3,1,2,1,1,1,2, , ,4, ,1,4,2, ,2,2,3, ,3,3,3,3,3,3,2,4,8,8,8,8,1, ,26, ,2,1,1,2, , , , , , , , , , , , , ,1,2,2,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,48,2, , , , , , ,3,2,2,2,1,1,5,2,1, ,1,2, ,6, , , , , , ,2,2,2,1,1,2, ,1,1,4,3,1, ,99, ,99,9, ,4,1,2,2,2.48780487804878,2
2449,1,2,57,14020,18105,112705,i,S,2,18,812,812876,2,2,1,3,4,4,1,2,1,1,1,2, , ,3, ,1,4,1,4,2,2,3, ,3,3,3,3,3,3,2,3,8,2,8,8,1, ,25, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,3, , , , , ,2,49,2, , , , , , ,5,1,3,2,1,3,5,2,1, ,1,1,2,7, , , , , , ,2,3,3,1,1,2, ,1,3,4,2,1, ,99, ,99,9, ,2,1,1,3,2.09756097560976,2
