psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,mar2,mar3,mar4,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
203888,2,1,35,35059,4,R, ,2,1,3, , ,1,1,1, ,5, , , , , , ,1,1,1,1,8,2,2, ,1, ,2,1,2,6,2,2,2,2,1,1, ,2,1, , , , , , , , , , , , , ,1, ,24, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,1,2,2,2,2,2,2,2,2,53,2, , , ,3,98,5,1,1,1,4,1, , ,2, , , , ,G4, , , , , ,3.87096774193548,1.22236344315501
203889,2,2,6,6037,4,U, ,2,1,3, , ,2,2, , , ,2,2,2,12,2,1, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,2,2,58,2, , , ,3,2,4,1,3,1,98,8, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
203890,2,1,12,12033,3,S, ,2,1,3, , ,1,1,1, ,4, , , , , , ,1,1,2,1,1,2,2, ,1, ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,8, , , , , , , , , , , , ,1,1,1,22,2, , , ,3,6,1,2, ,1,4,1, , ,2, , , , , , , , , , ,2.74193548387097,.8658407722348
203905,2,1,12,12057,3,U, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,1,1,1,2,2,1,2,1, , ,1,1,2,2,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,42, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,1,1,3, ,2,2,2,1,2,2,2,2,2,65,2, , , ,2,8,1,2, ,1,8,1, , ,1,1, , , , , , , , , ,1.74193548387097,.550063549419755
203906,2,1,41,41009,4,S, ,2,2,4, , ,1,1,2,2, , , , , , , ,2,1,2,2,8,1,1, ,1, ,2,1,2,4,2,9,1,2,2,1,1,2,1, , , , , , , , , , , , , ,3,2, ,1,2, , , ,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,2,2,44,2, , , ,1,4,6,2, ,1,1,1, , ,2, , , , , , , , , , ,4.90322580645161,1.54832702799635
203908,2,1,32,32007,4,R, ,2,1,4, , ,1,1,1, ,2, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,1,3,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,27, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,49,2, , , ,4,3,1,2, ,1,6,1, , ,1,1, , , , , , , , , ,4,1.26310889126018
203909,2,1,6,6107,4,S, ,2,1,1, , ,1,1,1, ,4, , , , , , ,1,2,1,2,2,1,2, , , ,1,1,1,12,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , ,1, ,2, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,1,1,2, ,2,1,3, ,2,1,2,2,2,2,2,2,2,30,1,1,0,0,2,3,1,1,3,6,6,1, , ,2, , , , , , , , , ,MEXICAN,4.54838709677419,1.43627704570714
203911,2,1,28,28049,3,U, ,1,2,2,1,1, ,1,1, ,3, , , , , , ,2,1,1,1,2,1,2,1, , ,1,1,1,4,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,1, , , ,1,2, , , ,2,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,1,2,18,2, , , ,4,3,4,2, ,2,2,1, , ,1,1, , , , , , , , , ,3.2258064516129,1.01863620262918
203913,2,1,56,56005,4,R, ,2,2,1, , ,1,1,1, ,4, , , , , , ,1,2,2,2,2,2,2, , , ,2,1,1,3,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,2, ,8, , ,2, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,2,1,2, ,2,1,1,2,2,1,2,2,1,2,1,1,2,39,1,1,1,1,2,3,4,2, ,1,8,1, , ,2, , , , , , , , , , ,4.90322580645161,1.54832702799635
203917,2,1,51,51041,3,U, ,1,1,2,1,1, ,2,1, ,4, , , , , , ,2,1,1,2,2,2,2,2, , ,1,1,1,1,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,1, ,1, , ,2, , ,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,1,1,3, ,2,2,2,2,2,2,2,2,2,22,2, , , ,2,3,1,2, ,1,6,1, , ,2, , , , , , , , , , ,3.70967741935484,1.17143163302355
203922,2,1,12,12031,3,U, ,2,1,3, , ,2,2, , , ,2,2,2,8,2,1, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,48,2, , , ,1,3,2,2, ,2,1,1, , ,1,2, , , , , , , , , ,1.61290322580645,.509318101314588
203932,2,1,26,26163,2,S, ,1,1,3,1,1, ,1,2,2, , , , , , , ,1,1,2,2,2,1,2,2, , ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,3,1,1, , ,2, , ,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,33,1,0,1,0,1,3,1,2, ,1,6,1, , ,2, , , , , , , , , , ,4.61290322580645,1.45664976975972
203934,2,1,27,27079,2,R, ,2,2,3, , ,2,2, , , ,2,1,2,5,2,1, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,1, , , , , , , , , , , , ,2,2,2,82,2, , , ,1,1,6,2, ,1,2,1, , ,1,2, , , , , , , , , ,1.09677419354839,.34633630889392
203935,2,1,48,48373,3,R, ,1,2,2,2,2, ,1,2,11, , , , , , , ,2,2,1,2,2,2,2, , , ,2,1,1,1,2,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,1, ,33, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,1,3, ,2,2,2,2,2,2,2,2,2,50,2, , , ,2,3,3,2, ,1,4,1, , ,2, , , , , , , , , , ,4.7741935483871,1.50758157989118
203937,2,1,48,48439,3,S, ,2,2,2, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,1, ,2, ,2,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,25, , ,2, , ,1,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,52,2, , , ,3,6,1,2, ,1,99,1, , ,1,1, , , , , , , , , ,4.83870967741936,1.52795430394376
203939,2,1,8,8101,4,U, ,1,1,5,2,2, ,2, , , ,1,2,2,9,3,1, , , , , , , , , , ,2,1,2,10,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,20, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , ,3, , ,2, , ,2,2,2,2,2,90,2, , , ,2,5,3,2, ,1,2,1, , ,2, , , , , , , , , , ,3.87096774193548,1.22236344315501
203940,2,1,53,53033,4,S, ,1,1,3,1,1, ,1,1, ,4, , , , , , ,1,1,1,1,2,1,1,1, , ,2,1,1,1,1,1,1,1,1,1,2,1,1,5, , , , , , , , , , , , ,6,2, ,1,2, , , ,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,3, , , , , , , , , , , , , , , ,1,3, , , , , , , , , , , , , , , ,1,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,1,3,1,2,1,1, , , , , , , , , , , , ,2,2,2,24,2, , , ,1,8,1,2, ,3,9,1, , ,2, , , , , , , , , , ,3.25806451612903,1.02882256465547
203944,2,1,13,13185,3,U, ,2,1,3, , ,1,1,2,3, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,8,7,2,2,2,2,1,1, ,2,2, , , , , , , , , , , , , ,3,1,5, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2,2,3, ,2,1,2,1,2,2,2,2,2,35,2, , , ,1,2,4,2, ,2,1,1, , ,2, , , , , , , , , , ,4.51612903225806,1.42609068368085
203945,2,1,34,34001,1,S, ,1,2,1,2,2, ,2, , , ,2,2,2,12,1,1, , , , , , , , , , ,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,73,2, , , ,1,2,3,2, ,2,1,1, , ,1,3, , , , , , , , , ,1.54838709677419,.488945377262005
203954,2,1,21,21067,3,U, ,2,1,3, , ,1,1,1, ,4, , , , , , ,2,1,2,2,2,2,2, ,2, ,2,1,8,1,2,1,1,2,2,2,2,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2, ,2,2,2,2,2,72,2, , , ,2,8,3,2, ,1,5,1, , ,1,2, , , , , , , , , ,1.35483870967742,.427827205104254
203960,2,1,29,29069,2,R, ,2,1,4, , ,1,1,1, ,2, , , , , , ,1,2,2,2,2,2,2, , , ,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,15, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,1,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,36,1,0,0,1,2,3,1,2, ,1,6,1, , ,2, , , , , , , , , , ,4.58064516129032,1.44646340773343
203970,2,1,8,8059,4,S, ,2,2,1, , ,1,1,1, ,98, , , , , , ,2,1,1,2,2,1,1, ,2, ,2,1,2,98,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,1,20, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,45,1,0,0,1,1,5,1,2, ,1,6,1, , ,2, , , , , , , , , , ,5.29032258064516,1.67056337231185
203973,2,1,21,21067,3,U, ,1,1,3,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,2,1,2,2, , ,2,1,2,6,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,6,1,7, , ,2, , ,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,4,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3, ,2,1,2,2,2,2,2,2,2,45,2, , , ,2,6,4,2, ,4,5,1, , ,2, , , , ,DISPOSABLE, , ,I BELONG TO OTHERS, , ,5.80645161290323,1.83354516473252
203976,2,1,35,35049,4,S, ,1,1,1,1,1, ,1,1, ,2, , , , , , ,1,1,1,1,2,1,1,1, , ,1,1,1,3,1,1,1,1,1,1,1,1,1,2,5,6, , , , , , , , , , ,1, ,3, , ,2, , ,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,37,1,1,0,0,2,4,2,1,1,1,6,1, , ,1,1, , , , , , , , , ,5.19354838709678,1.64000428623297
203992,2,1,48,48201,3,S, ,1,1,1,1,1, ,2,1, ,4, , , , , , ,1,2,2,2,2,1,2, , , ,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2, , , , , , , , ,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,43,2, , , ,2,6,1,2, ,1,4,1, , ,2, , , , , , , , , , ,4.87096774193548,1.53814066597006
203999,2,1,51,51041,3,U, ,1,1,2,1,1, ,1,1, ,5, , , , , , ,1,1,2,2,2,1,2,2, , ,2,1,2,8,1,2,2,2,2,1,2,2,2, , , , , , , , , , , , , ,6,1,0, , ,2, , ,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,1,3, ,2,1,2,2,2,2,2,2,2,18,2, , , ,4,3,2,2, ,1,8,1, , ,1,2, , , , , , , , , ,2.45161290322581,.774163513998174
204000,2,1,44,44007,1,S, ,1,2,2,1,2, ,2,2,97, , , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,1,1,2,2,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,1,2, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,1,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,27,2, , , ,3,3,4,2, ,5,99,1, , ,2, ,JUST USED FOR RESEARCH, , , , , , , , ,6.87096774193548,2.16969511160015
204009,2,1,55,55079,2,U, ,2,1,1, , ,1,2,1, ,4, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2, , , , , , , , , , , , ,2,2,2,50,2, , , ,1,7,2,2, ,2,6,1, , ,2, , , , , , , , , , ,3.2258064516129,1.01863620262918
204014,2,1,1,1033,3,S, ,2,1,2, , ,1,2,1, ,4, , , , , , ,1,2,2,1,2,2,2, ,2, ,1,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,2, ,3, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2,3, ,2,1,2,2,2,2,2,2,2,58,2, , , ,2,3,3,2, ,1,8,1, , ,1,2, , , , , , , , , ,2.41935483870968,.763977151971882
204015,2,1,6,6019,4,S, ,2,2,1, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,2, ,2,1,1,12,1,1,1,2,1,1,1,1,1,6,2, , , , , , , , , , , ,1, ,2, , ,2, , ,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,8,1,8,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,27,2, , , ,2,6,1,2, ,1,99,1, , ,2, , , , , , , , , , ,3.09677419354839,.977890754524009
204017,2,1,55,55079,2,U, ,2,1,3, , ,1,1,1, ,3, , , , , , ,1,2,2,2,2,1,2, , , ,1,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,35, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1,1, ,2,1,3, ,2,2,2,2,1,2,2,2,2,62,2, , , ,2,6,1,2, ,1,9,1, , ,1,2, , , , , , , , , ,2.03225806451613,.641740807656381
204023,2,1,12,12031,3,U, ,2,2,3, , ,1,1,1, ,4, , , , , , ,1,1,1,1,2,2,2, ,1, ,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,96, , , , , , , , , , ,1, ,21, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,1,8,2,1,2,1,1,2,2,2,2,43,2, , , ,1,5,1,2, ,1,6,1, , ,2, , , , , ,AROUND ME, , , , ,6.87096774193548,2.16969511160015
204039,2,1,21,21021,3,R, ,2,1,1, , ,1,1,1, ,2, , , , , , ,1,1,1,1,2,1,2, ,2, ,1,1,1,1,1,1,1,1,1,1,4,2,1, , , , , , , , , , , , , ,1, ,7, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,8,1,1,2,1,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,2,8,1,2, ,1,9,1, , ,1,1, , , , , , , , , ,2,.631554445630089
204041,2,1,27,27065,2,R, ,1,2,1,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,2,2,2,1, , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,20, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,47,2, , , ,3,3,1,2, ,1,6,1, , ,2, , , , , , , , , , ,4.61290322580645,1.45664976975972
204042,2,1,12,12105,3,U, ,2,1,1, , ,1,1,2,3, , , , , , , ,1,1,1,1,2,2,2, ,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , ,1, ,1, , ,2, , ,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,21,1,1,0,0,2,3,1,2, ,1,5,1, , ,1,2, , , , , , , , , ,3.06451612903226,.967704392497717
204043,2,1,48,48453,3,U, ,1,1,2,1,1, ,1,1, ,7, , , , , , ,1,1,2,2,2,1,2,1, , ,2,1,1,3,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,4, , ,2, , ,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,8,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,34,1,1,0,0,2,8,1,2, ,3,99,1, , ,2, , , , , , , , , , ,3.25806451612903,1.02882256465547
204045,2,1,53,53053,4,U, ,2,2,1, , ,1,2,1, ,4, , , , , , ,1,1,2,2,8,1,2, ,2, ,2,1,8,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,8,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,60,2, , , ,1,8,2,2, ,1,2,1, , ,2, , , , , , , , , , ,2,.631554445630089
204050,2,1,48,48113,3,U, ,2,1,4, , ,1,2,2,97, , , , , , , ,2,1,2,2,2,2,2, ,2, ,2,1,2,7,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,57,2, , , ,3,4,2,2, ,4,4,1, , ,1,2,AT WORK ALL THE TIME AND AT HOME IN THE BIBLE, , , , , , , , ,4.93548387096774,1.55851339002264
204053,2,1,6,6037,4,U, ,1,1,1,1,1, ,1,1, ,5, , , , , , ,1,1,2,2,2,1,2,2, , ,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,20, , ,2, , ,1,2, , , ,1,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,49,1,0,0,2,2,6,1,2, ,1,9,1, , ,1,1, , , , , , , , , ,2.93548387096774,.92695894439255
204056,2,1,53,53067,4,S, ,1,1,1,1,1, ,1,1, ,3, , , , , , ,1,1,1,2,2,1,2,1, , ,1,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,13, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,39,1,0,2,0,2,6,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,2.29032258064516,.723231703866715
204058,2,1,8,8035,4,S, ,1,1,3,1,1, ,1,1, ,3, , , , , , ,1,1,2,1,2,1,2,1, , ,2,1,1,1,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,1, ,2, , ,2, , ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,29,1,2,0,0,2,8,1,2, ,1,8,1, , ,2, , , , , , , , , , ,1.93548387096774,.611181721577506
204064,2,1,8,8013,4,U, ,1,2,1,1,1, ,1,1, ,4, , , , , , ,1,1,1,2,2,1,1,2, , ,1,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,3, , ,2, , ,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,2,1,2,1,2, , , , , , ,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,36,2, , , ,2,8,1,2, ,1,6,1, , ,2, , , , , , , , , , ,4,1.26310889126018
204077,2,1,34,34003,1,S, ,2,1,3, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,2, ,1,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,2, ,10, , ,2, , ,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,35,2, , , ,2,6,1,2, ,1,8,1, , ,1,1, , , , , , , , , ,4.03225806451613,1.27329525328647
204088,2,1,36,36015,1,U, ,1,1,4,1,1, ,2,1, ,3, , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,2,8,1,2,2,2,2,1,2,2,2, , , , , , , , , , , , , ,2, ,12, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,2,3, ,2,2,2,1,1,2,2,2,2,50,2, , , ,2,3,1,2, ,1,4,1, , ,1,1, , , , , , , , , ,5.12903225806452,1.61963156218039
