psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,mar2,mar3,mar4,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
200391,2,1,45,45013,3,R, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,1,2,1,2,2,1,2, , , ,1,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,1, , ,1,1,1,2,1,2,1,2, , , , , , , , ,1,2,2,2,1,1, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,1,2,2,1,1,2,2,1,2,2, , , , , , ,1,1,2,2,1, ,1,1,2,1,2,2,2,2,1,2,2,2,2,61,2, , , ,2,8,1,2, ,1,8,1, , ,2, , , , , , ,MATCH.COM, , , ,2.45161290322581,.774163513998174
200401,2,1,22,22071,3,U, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,1,1,1,2,1,1,2,2, , ,1,1,1,1,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , ,9,9, ,9, , , , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,1,2,8, , , , , , , , , , , , ,2,1,2,28,1,2,0,0,2,5,1,9, ,9,7,1, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
200402,2,1,42,42087,1,R, ,1,2,1,1,1, ,1,1, ,4, , , , , , ,1,1,2,1,2,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,11, , , , , , , , , , ,6,1,5, , ,2, , ,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,22,2, , , ,2,4,1,2, ,1,9,1, , ,1,1, , , , , , , , , ,6.7741935483871,2.13913602552127
200403,2,1,51,51810,3,U, ,1,1,4,2,2, ,1,2,9, , , , , , , ,2,2,1,2,2,2,2, , , ,2,1,2,3,1,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,6,2, ,1,2, , , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,1,17, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1,2, , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,1,2,37,2, , , ,3,5,2,2, ,2,6,1, , ,2, , , , , , , ,"LIVELINK, QUEST", , ,6.87096774193548,2.16969511160015
200406,2,1,45,45029,3,R, ,2,2,4, , ,1,1,1, ,4, , , , , , ,1,1,2,1,2,1,2, ,2, ,2,1,1,3,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,1,2, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,8, , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,39,2, , , ,1,3,1,2, ,1,2,1, , ,1,2, , , , , , , , , ,2.12903225806452,.672299893735256
200413,2,1,16,16043,4,R, ,1,2,3,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,2,2,2,2, , ,2,1,1,3,2,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,4, , ,2, , ,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,1,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,30,1,3,0,0,2,6,4,2, ,1,4,1, , ,2, , , , , , , , , , ,3.35483870967742,1.05938165073434
200416,2,1,42,42059,1,R, ,1,2,3,1,1, ,1,1, ,5, , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,6,1,5, , ,2, , ,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,3, ,2,1,2,2,2,2,2,2,2,27,2, , , ,2,5,1,2, ,1,99,1, , ,1,1, , , , , , , , , ,5.93548387096774,1.87429061283768
200420,2,1,49,49035,4,S, ,1,1,1,1,1, ,1,1, ,2, , , , , , ,1,1,1,2,2,2,1,1, , ,2,1,1,1,1,1,1,2,1,2,2,1,1,5, , , , , , , , , , , , ,1, ,42, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,2,1,2,1,3, ,2,2,2, ,2,2,2,2,2,63,2, , , ,2,5,1,2, ,1,6,1, , ,1,2, , , , , , , , , ,2.80645161290323,.886213496287383
200424,2,1,36,36059,1,S, ,2,2,3, , ,1,1,1, ,5, , , , , , ,1,1,2,2,2,1,2, ,2, ,1,1,1,3,1,2,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,1,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,8, , , , , , , , , , , , ,2,1,2,19,2, , , ,3,4,2,2, ,2,98,1, , ,1,1, , , , , , , , , ,6.87096774193548,2.16969511160015
200426,2,1,27,27059,2,S, ,2,2,3, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,1,2, ,2, ,1,1,2,8,1,2,2,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,44, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,4,6,3,2, ,1,6,1, , ,2, , , , , , , , , , ,1.74193548387097,.550063549419755
200430,2,1,4,4005,4,U, ,2,1,2, , ,2,1,2,2, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,10,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,27,2, , , ,2,3,4,1,1,5,1,1, , ,2, , , , , , , , , , ,4,1.26310889126018
200431,2,1,4,4013,4,U, ,2,2,4, , ,1,1,1, ,4, , , , , , ,1,1,1,2,2,1,2, ,2, ,1,1,2,2,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,3, ,2,1,2,2,2,2,2,2,2,56,2, , , ,2,4,1,2, ,1,5,1, , ,2, , , , , , , , , , ,2.93548387096774,.92695894439255
200434,2,1,17,17031,2,U, ,2,1,3, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,1,1, ,2, ,2,1,1,12,1,2,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,3,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,40,2, , , ,1,5,1,2, ,1,6,1, , ,2, , , , , , ,MATCH.COM, , , ,6.87096774193548,2.16969511160015
200435,2,1,37,37083,3,R, ,2,1,3, , ,2,2, , , ,2,2,2,11,3,2, , , , , , , , , , ,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,25, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , ,3, , ,2, , ,3,2,2,2,2,66,2, , , ,2,2,3,2, ,2,1,1, , ,1,3, , , , , , , , , ,1.87096774193548,.590808997524922
200436,2,1,13,13127,3,S, ,1,1,3,1,2, ,2,2,5, , , , , , , ,1,2,2,2,2,2,2, , , ,2,1,8,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,35, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,1, ,2,1,3, ,2,1,2, ,2,2,2,2,2,56,2, , , ,2,4,5,2, ,1,5,1, , ,2, , , , , , , , , , ,4.09677419354839,1.29366797733905
200447,2,1,29,29095,2,S, ,2,1,4, , ,1,2,1, ,3, , , , , , ,1,2,2,2,2,2,2, , , ,2,1,2,7,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , ,5,8, ,2, , , , ,2,1, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8, , , , , , , , , , , , , , , , ,2,8,2,8, , , , , , , , , , , , ,2,2,2,92,2, , , ,2,8,3,2, ,1,3,1, , ,1,1, , , , , , , , , ,1.80645161290323,.570436273472339
200449,2,1,6,6037,4,U, ,1,2,2,1,1, ,2,1, ,2, , , , , , ,1,2,2,2,2,1,1, , , ,1,1,2,13,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,1,4, , ,2, , ,1,2,2,2,2, , , , , , , , ,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,2,2,2,2,1,2,2,2, , , , , , ,1,2,2,2,2, ,2,2,3, ,2,2,2,1,2,2,2,1,2,47,2, , , ,2,8,1,2, ,2,7,1, , ,1,1, , , , , , , , , ,3.25806451612903,1.02882256465547
200451,2,1,6,6077,4,U, ,2,2,3, , ,1,1,1, ,4, , , , , , ,2,1,1,2,2,1,2, ,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , ,6,1,1, , ,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,20,1,1,0,0,1,4,4,1,1,1,2,1, , ,2, , , , , , ,FACEBOOK, , , ,6.45161290322581,2.03727240525835
200452,2,1,21,21111,3,U, ,1,2,4,1,2, ,2,1, ,1, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,18, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,1,2,8,1, ,2,1,3, ,2,2,2, ,2,2,2,2,2,54,2, , , ,2,3,1,2, ,1,99,1, , ,1,2, , , , , , , , , ,3.12903225806452,.988077116550301
200453,2,1,48,48027,3,U, ,2,1,1, , ,1,1,1, ,2, , , , , , ,1,2,2,2,2,1,2, , , ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,1,1,1,2,1,2,1,1,2,2,2,2,51,1,0,0,1,2,6,1,2, ,1,8,1, , ,1,1, , , , , , , , , ,3,.947331668445134
200454,2,1,48,48061,3,S, ,1,1,4,2,2, ,2, , , ,1,2,2,3,2,1, , , , , , , , , , ,2,1,1,2,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,35, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,1,1, , , , ,3, , ,2, , ,2,2,2,2,2,60,2, , , ,3,3,1,1,1,1,1,1, , ,2, , , , , , , , , , ,5.25806451612903,1.66037701028556
200457,2,1,21,21111,3,U, ,2,1,3, , ,1,1,1, ,3, , , , , , ,2,2,2,2,8,2,2, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,26, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,2,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,56,2, , , ,3,3,3,2, ,1,5,1, , ,1,2, , , , , , , , , ,4.32258064516129,1.3649725115231
200466,2,1,55,55025,2,U, ,2,1,2, , ,1,1,1, ,7, , , , , , ,1,1,2,2,2,1,2, ,1, ,1,1,1,3,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,6,1,4, , ,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,3, ,2,1,2,1,1,2,1,2,2,29,1,1,0,0,2,5,1,2, ,1,3,1, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
200469,2,1,6,6071,4,S, ,2,1,4, , ,1,1,1, ,4, , , , , , ,2,1,2,2,2,1,1, ,2, ,2,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,8, , ,2, , ,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,3, ,2,1,2,1,1,2,1,1,2,30,1,2,1,0,2,3,1,2, ,9,4,1, , ,2, , , , , , , , , , ,2.80645161290323,.886213496287383
200470,2,1,25,25027,1,S, ,2,2,3, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,2,2, ,2, ,2,1,1,3,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,1,2,20,2, , , ,2,3,1,2, ,2,3,1, , ,1,2, , , , , , , , , ,2.32258064516129,.733418065893007
200471,2,1,5,5051,3,R, ,1,2,4,1,1, ,2,1, ,3, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,1,1,2,1,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,68,2, , , ,1,7,3,2, ,1,4,1, , ,1,3, , , , , , , , , ,1,.315777222815045
200474,2,1,40,40109,3,S, ,2,2,4, , ,2,2, , , ,2,2,1,8,2,1, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,2,1,2, , , , , , , , , , , , ,2,2,2,60,2, , , ,1,2,6,1,1,1,99,1, , ,1,3, , , , , , , , , ,1.51612903225806,.478759015235713
200478,2,1,42,42003,1,U, ,1,2,2,1,1, ,1,1, ,5, , , , , , ,1,1,2,2,2,1,1,1, , ,1,1,2,7,2,2,2,2,1,1, ,2,2, , , , , , , , , , , , , ,3,1,1, , ,2, , ,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,38,1,1,1,0,2,6,1,2, ,1,7,1, , ,1,1, , , , , , , , , ,3.58064516129032,1.13068618491839
200481,2,1,39,39025,2,S, ,2,2,1, , ,1,1,1, ,1, , , , , , ,1,1,2,2,2,2,2, ,2, ,1,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,2, ,1, , ,2, , ,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,1,1,2,2,2,2,3, ,2,1,2,1,2,2,2,2,2,27,1,1,2,0,2,5,1,2, ,1,3,1, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
200482,2,1,51,51550,3,S, ,1,1,3,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,2,2,1, , ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,1, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,3, ,2,2,2,2,2,2,2,1,2,47,2, , , ,2,2,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,3.61290322580645,1.14087254694468
200483,2,1,19,19153,2,S, ,2,2,4, , ,1,1,2,2, , , , , , , ,1,1,2,2,2,2,1, ,2, ,2,1,1,3,1,1,1,2,2,1,1,2,1, , , , , , , , , , , , , ,2, ,0, , ,2, , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,52,1,0,1,0,2,3,2,1,1,2,2,1, , ,2, , , , , , , , , , ,3.74193548387097,1.18161799504984
200487,2,2,48,48215,3,S, ,2,2,1, , ,2,2, , , ,2,1,1,97,2,2, , , , , , , , , , ,1,1,8,98,2,2,2,2,2,1, ,2,1, , , , , , , , , , , , , ,2, ,20, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , ,3, , ,2, ,2,2,2,2,2,2,48,1,0,0,3,2,5,4,1,1,1,98,1, , ,2, , , ,NO SIGNAL, , , , , , ,3.70967741935484,1.17143163302355
200492,2,1,34,34007,1,S, ,1,1,1,1,1, ,2,1, ,2, , , , , , ,1,1,2,2,2,2,2,2, , ,2,1,2,13,2,2,2,2,2,2, ,2,1, , , , , , , , , , , , , ,1, ,55, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,1,2,2,3, ,2,2,2, ,2,2,2,2,2,79,2, , , ,2,6,3,2, ,1,99,1, , ,1,2, , , , , , , , , ,1.87096774193548,.590808997524922
200509,2,1,22,22021,3,R, ,2,1,2, , ,1,1,1, ,2, , , , , , ,1,1,2,2,2,2,2, ,2, ,1,1,1,1,1,1,1,2,2,2,2,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,1,16, , , , , , , , , , , , , , , ,8,2,2,1,2,2,2,2,2,2,2,1,1,1,3,1,3,3,1,1,2,1, , , , , , , , , , , , ,2,2,2,70,2, , , ,1,6,3,2, ,2,6,1, , ,1,2, , , , , , , ,BLACK PEOPLE MEET .COM, ,1,.315777222815045
200514,2,1,6,6073,4,S, ,1,2,2,2,2, ,2, , , ,1,2,1,2,2,1, , , , , , , , , , ,2,1,2,9,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,32, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , ,3, , ,1, , ,2,2,2,2,2,65,2, , , ,2,5,3,2, ,1,6,1, , ,2, , , , , , , , , , ,3.09677419354839,.977890754524009
200518,2,1,6,6065,4,S, ,1,2,2,1,1, ,1,1, ,5, , , , , , ,1,1,1,2,2,1,1,2, , ,1,1,2,3,1,2,1,1,1,1,1,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,1,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,32,1,1,2,0,1,6,2,1,1,2,5,1, , ,1,2, , , , , , , , , ,1.25806451612903,.397268119025379
200531,2,1,49,49035,4,S, ,2,2,3, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,2, ,1,1,1,3,2,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,4,2, ,2, , , , ,1,1, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,1,2, , , , , , , , , , , , ,1,1,2,39,1,0,2,3,1,2,1,1,1,8,2,1, , ,2, , , , , , , , , , ,6.87096774193548,2.16969511160015
200544,2,1,48,48201,3,S, ,1,1,5,1,1, ,1,1, ,5, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,1,1,2,1,1,2,1,1,1,2,2, , , , , , , , , , , , , ,6,2, ,1,1, , , ,2,2,2,2,2, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,60,2, , , ,1,5,1,1,1,1,5,1, , ,1,3, , , , , , , , , ,1.41935483870968,.448199929156838
200555,2,1,12,12127,3,U, ,1,2,1,2,2, ,1,2,1, , , , , , , ,2,1,2,2,2,1,2,2, , ,1,1,2,99,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,2, ,1, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,37,1,0,1,0,1,3,4,2, ,1,1,1, , ,2, , , , , , , , , , ,5.38709677419355,1.70112245839072
200570,2,1,48,48201,3,S, ,2,1,3, , ,2,2, , , ,2,2,2,9,2,1, , , , , , , , , , ,2,1,1,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,53, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,8, , , , ,3, , ,2, , ,2,2,2,2,2,77,2, , , ,2,8,3,2, ,2,8,1, , ,1,2, , , , , , , , , ,1.54838709677419,.488945377262005
200576,2,1,17,17031,2,U, ,1,1,3,2,2, ,2, , , ,2,2,2,7,1,2, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,9,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,9, , , , , , , , , , , , ,2,2,2,67,2, , , ,1,3,6,2, ,2,99,1, , ,2, , , , , , , , , , ,4.83870967741936,1.52795430394376
200582,2,1,6,6065,4,S, ,1,1,3,1,2, ,2,1, ,4, , , , , , ,1,2,1,2,2,2,1, , , ,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,6,1,0, , ,2, , ,2,2,2,2,2, , , , , , , , ,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,1,2,2,2, ,2,2,3, ,2,1,2, ,2,2,2,2,2,20,2, , , ,3,3,1,2, ,9,5,1, , ,1,2, , , , , , , , , ,2.45161290322581,.774163513998174
200592,2,1,36,36001,1,S, ,2,2,3, , ,1,1,1, ,3, , , , , , ,1,1,1,2,2,2,2, ,2, ,2,1,1,1,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,1,1, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , ,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2, , , , , , , , , , , , ,2,2,2,37,2, , , ,1,8,1,2, ,1,5,1, , ,1,2, , , , , , , , , ,2.12903225806452,.672299893735256
200595,2,1,20,20161,2,R, ,2,2,5, , ,1,2,1, ,3, , , , , , ,1,2,1,2,2,1,2, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,40, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,61,2, , , ,2,3,1,2, ,1,8,1, , ,2, , , , , , , , , , ,4.70967741935484,1.4872088558386
